F,E,A,3N131L,"Regional Band Apprentice, Percussion",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131M,"Regional Band Apprentice, Piano",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131N,"Regional Band Apprentice, Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131P,"Regional Band Apprentice, Music Arranger",27-2041.04,Music Composers and Arrangers
F,E,A,3N131P,"Regional Band Apprentice, Music Arranger",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131Q,"Regional Band Apprentice, Bagpipe",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131R,"Regional Band Apprentice, Vocalist",27-2042.01,Singers
F,E,A,3N131S,"Regional Band Apprentice, Electric Bass/String Bass",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131T,"Regional Band Apprentice, Military Band Support (USAF Band)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131U,"Regional Band Apprentice, Steel Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N131V,"Regional Band Apprentice, Audio And Lighting Engineer",27-4011.00,Audio and Video Equipment Technicians
F,E,A,3N131Z,"Regional Band Apprentice, Instrumentalist, General (Air National Guard Bands)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151A,"Regional Band Journeyman, Clarinet",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151B,"Regional Band Journeyman, Saxophone",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151C,"Regional Band Journeyman, Bassoon",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151D,"Regional Band Journeyman, Oboe",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151E,"Regional Band Journeyman, Flute Or Piccolo",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151F,"Regional Band Journeyman, French Horn",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151G,"Regional Band Journeyman, Cornet Or Trumpet",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151H,"Regional Band Journeyman, Baritone Or Euphonium",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151J,"Regional Band Journeyman, Trombone",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151K,"Regional Band Journeyman, Tuba",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151L,"Regional Band Journeyman, Percussion",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151M,"Regional Band Journeyman, Piano",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151N,"Regional Band Journeyman, Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151P,"Regional Band Journeyman, Music Arranger",27-2041.04,Music Composers and Arrangers
F,E,A,3N151P,"Regional Band Journeyman, Music Arranger",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151Q,"Regional Band Journeyman, Bagpipe",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151R,"Regional Band Journeyman, Vocalist",27-2042.01,Singers
F,E,A,3N151S,"Regional Band Journeyman, Electric Bass/String Bass",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151T,"Regional Band Journeyman, Military Band Support (USAF Band)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151U,"Regional Band Journeyman, Steel Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N151V,"Regional Band Journeyman, Audio And Lighting Engineer",27-4011.00,Audio and Video Equipment Technicians
F,E,A,3N151Z,"Regional Band Journeyman, Instrumentalist, General (Air National Guard Bands)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171A,"Regional Band Craftsman, Clarinet",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171B,"Regional Band Craftsman, Saxophone",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171C,"Regional Band Craftsman, Bassoon",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171D,"Regional Band Craftsman, Oboe",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171E,"Regional Band Craftsman, Flute or Piccolo",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171F,"Regional Band Craftsman, French Horn",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171G,"Regional Band Craftsman, Cornet or Trumpet",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171H,"Regional Band Craftsman, Baritone or Euphonium",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171J,"Regional Band Craftsman, Trombone",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171K,"Regional Band Craftsman, Tuba",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171L,"Regional Band Craftsman, Percussion",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171M,"Regional Band Craftsman, Piano",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171N,"Regional Band Craftsman, Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171P,"Regional Band Craftsman, Music Arranger",27-2041.04,Music Composers and Arrangers
F,E,A,3N171P,"Regional Band Craftsman, Music Arranger",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171Q,"Regional Band Craftsman, Bagpipe",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171R,"Regional Band Craftsman, Vocalist",27-2042.01,Singers
F,E,A,3N171S,"Regional Band Craftsman, Electric Bass/string Bass",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171T,"Regional Band Craftsman, Military Band Support (USAF Band)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171U,"Regional Band Craftsman, Steel Guitar",27-2042.02,"Musicians, Instrumental"
F,E,A,3N171V,"Regional Band Craftsman, Audio And Lighting Engineer",27-4011.00,Audio and Video Equipment Technicians
F,E,A,3N171Z,"Regional Band Craftsman, Instrumentalist, General (Air National Guard Bands)",27-2042.02,"Musicians, Instrumental"
F,E,A,3N191,Regional Band Superintendent,27-2041.01,Music Directors
F,E,A,3N200,Premier Band Manager,27-2041.01,Music Directors
F,E,A,3N211,Premier Band Helper,27-2042.01,Singers
F,E,A,3N211,Premier Band Helper,27-2042.02,"Musicians, Instrumental"
F,E,A,3N231,Premier Band Apprentice,27-2042.01,Singers
F,E,A,3N231,Premier Band Apprentice,27-2042.02,"Musicians, Instrumental"
F,E,A,3N271,Premier Band Craftsman,27-2042.01,Singers
F,E,A,3N271,Premier Band Craftsman,27-2042.02,"Musicians, Instrumental"
F,E,A,3N291,Premier Band Superintendent,27-2041.01,Music Directors
F,E,A,3P000,Security Forces Manager,33-1012.00,First-Line Supervisors of Police and Detectives
F,E,A,3P011,Security Forces Helper,33-3051.01,Police Patrol Officers
F,E,A,3P011A,"Security Forces Helper, Military Working Dog Handler",33-3051.01,Police Patrol Officers
F,E,A,3P011B,"Security Forces Helper, Combat Arms",33-3051.01,Police Patrol Officers
F,E,A,3P031,Security Forces Apprentice,33-3051.01,Police Patrol Officers
F,E,A,3P031A,"Security Forces Apprentice, Military Working Dog Handler",33-3051.01,Police Patrol Officers
F,E,A,3P031B,"Security Forces Apprentice, Combat Arms",33-3051.01,Police Patrol Officers
F,E,A,3P051,Security Forces Journeyman,33-3051.01,Police Patrol Officers
F,E,A,3P051A,"Security Forces Journeyman, Military Working Dog Handler",33-3051.01,Police Patrol Officers
F,E,A,3P051B,"Security Forces Journeyman, Combat Arms",33-3051.01,Police Patrol Officers
F,E,A,3P071,Security Forces Craftsman,33-3051.01,Police Patrol Officers
F,E,A,3P091,Security Forces Superintendent,33-1012.00,First-Line Supervisors of Police and Detectives
F,E,A,3S000,Force Support Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,3S011,Personnel Helper,43-9061.00,"Office Clerks, General"
F,E,A,3S031,Personnel Apprentice,43-9061.00,"Office Clerks, General"
F,E,A,3S051,Personnel Journeyman,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
F,E,A,3S051,Personnel Journeyman,43-9061.00,"Office Clerks, General"
F,E,A,3S071,Personnel Craftsman,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
F,E,A,3S091,Personnel Superintendent,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,3S100,Equal Opportunity Manager,13-1041.03,Equal Opportunity Representatives and Officers
F,E,A,3S111,Equal Opportunity Helper,13-1041.03,Equal Opportunity Representatives and Officers
F,E,A,3S131,Equal Opportunity Journeyman,13-1041.03,Equal Opportunity Representatives and Officers
F,E,A,3S171,Equal Opportunity Craftsman,13-1041.03,Equal Opportunity Representatives and Officers
F,E,A,3S191,Equal Opportunity  Superintendent,13-1041.03,Equal Opportunity Representatives and Officers
F,E,A,3S211,Education And Training Helper,13-1151.00,Training and Development Specialists
F,E,A,3S231,Education And Training Apprentice,13-1151.00,Training and Development Specialists
F,E,A,3S251,Education and Training Journeyman,13-1151.00,Training and Development Specialists
F,E,A,3S271,Education And Training Craftsman,13-1151.00,Training and Development Specialists
F,E,A,3S291,Education And Training Superintendent,13-1151.00,Training and Development Specialists
F,E,A,3S313,Manpower Helper,13-1111.00,Management Analysts
F,E,A,3S333,Manpower Apprentice,13-1111.00,Management Analysts
F,E,A,3S353,Manpower Journeyman,13-1111.00,Management Analysts
F,E,A,3S373,Manpower Craftsman,13-1111.00,Management Analysts
F,E,A,3S393,Manpower  Superintendent,13-1111.00,Management Analysts
F,E,A,4A000,Health Services Management Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,4A011,Health Services Management Helper,29-2071.00,Medical Records and Health Information Technicians
F,E,A,4A031,Health Services Management Apprentice,29-2071.00,Medical Records and Health Information Technicians
F,E,A,4A051,Health Services Management Journeyman,29-2071.00,Medical Records and Health Information Technicians
F,E,A,4A071,Health Services Management Craftsman,29-2071.00,Medical Records and Health Information Technicians
F,E,A,4A091,Health Services Management Superintendent,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,4A100,Medical Materiel Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,4A111,Medical Materiel Helper,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
F,E,A,4A131,Medical Materiel Apprentice,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
F,E,A,4A151,Medical Materiel Journeyman,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
F,E,A,4A171,Medical Materiel Craftsman,43-5081.03,"Stock Clerks- Stockroom, Warehouse, or Storage Yard"
F,E,A,4A191,Medical Materiel Superintendent,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,4A200,Biomedical Equipment Manager,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers"
F,E,A,4A211,Biomedical Equipment Helper,49-9062.00,Medical Equipment Repairers
F,E,A,4A231,Biomedical Equipment Apprentice,49-9062.00,Medical Equipment Repairers
F,E,A,4A251,Biomedical Equipment Journeyman,49-9062.00,Medical Equipment Repairers
F,E,A,4A271,Biomedical Equipment Craftsman,49-9062.00,Medical Equipment Repairers
F,E,A,4A291,Biomedical Equipment Superintendent,49-9062.00,Medical Equipment Repairers
F,E,A,4B000,Bioenvironmental Engineering Manager,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4B011,Bioenvironmental Engineering Helper,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4B031,Bioenvironmental Engineering Apprentice,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4B051,Bioenvironmental Engineering Journeyman,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4B071,Bioenvironmental Engineering Craftsman,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4B091,Bioenvironmental Engineering Superintendent,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4C000,Mental Health Service Manager,29-2053.00,Psychiatric Technicians
F,E,A,4C011,Mental Health Service Helper,29-2053.00,Psychiatric Technicians
F,E,A,4C031,Mental Health Service Apprentice,29-2053.00,Psychiatric Technicians
F,E,A,4C051,Mental Health Service Journeyman,29-2053.00,Psychiatric Technicians
F,E,A,4C071,Mental Health Service Craftsman,29-2053.00,Psychiatric Technicians
F,E,A,4C091,Mental Health Service Superintendent,29-2053.00,Psychiatric Technicians
F,E,A,4D000,Diet Therapy Manager,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
F,E,A,4D011,Diet Therapy Helper,35-2012.00,"Cooks, Institution and Cafeteria"
F,E,A,4D031,Diet Therapy Apprentice,35-2012.00,"Cooks, Institution and Cafeteria"
F,E,A,4D051,Diet Therapy Journeyman,35-2012.00,"Cooks, Institution and Cafeteria"
F,E,A,4D071,Diet Therapy Craftsman,35-2012.00,"Cooks, Institution and Cafeteria"
F,E,A,4D091,Diet Therapy Superintendent,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers
F,E,A,4E000,Public Health Manager,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4E011,Public Health Helper,29-9012.00,Occupational Health and Safety Technicians
F,E,A,4E031,Public Health Apprentice,29-9012.00,Occupational Health and Safety Technicians
F,E,A,4E051,Public Health Journeyman,29-9012.00,Occupational Health and Safety Technicians
F,E,A,4E071,Public Health Craftsman,29-9012.00,Occupational Health and Safety Technicians
F,E,A,4E091,Public Health Superintendent,29-9011.00,Occupational Health and Safety Specialists
F,E,A,4H000,Cardiopulmonary Laboratory Manager,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4H011,Cardiopulmonary Laboratory Helper,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4H031,Cardiopulmonary Laboratory Apprentice,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4H051,Cardiopulmonary Laboratory Journeyman,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4H071,Cardiopulmonary Laboratory Craftsman,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4H091,Cardiopulmonary Laboratory Superintendent,29-2031.00,Cardiovascular Technologists and Technicians
F,E,A,4J000,Physical Medicine Manager,31-2011.00,Occupational Therapy Assistants
F,E,A,4J012,Physical Medicine Helper,31-2021.00,Physical Therapist Assistants
F,E,A,4J012A,"Physical Medicine Helper, Orthotic",29-2091.00,Orthotists and Prosthetists
F,E,A,4J012A,"Physical Medicine Helper, Orthotic",31-2021.00,Physical Therapist Assistants
F,E,A,4J032,Physical Medicine Apprentice,31-2021.00,Physical Therapist Assistants
F,E,A,4J032A,"Physical Medicine Apprentice, Orthotic",29-2091.00,Orthotists and Prosthetists
F,E,A,4J032A,"Physical Medicine Apprentice, Orthotic",31-2021.00,Physical Therapist Assistants
F,E,A,4J052,Physical Medicine Journeyman,31-2021.00,Physical Therapist Assistants
F,E,A,4J052A,"Physical Medicine Journeyman, Orthotic",29-2091.00,Orthotists and Prosthetists
F,E,A,4J052A,"Physical Medicine Journeyman, Orthotic",31-2021.00,Physical Therapist Assistants
F,E,A,4J072,Physical Medicine Craftsman,31-2021.00,Physical Therapist Assistants
F,E,A,4J072A,"Physical Medicine Craftsman, Orthotic",29-2091.00,Orthotists and Prosthetists
F,E,A,4J072A,"Physical Medicine Craftsman, Orthotic",31-2021.00,Physical Therapist Assistants
F,E,A,4J090,Physical Medicine Superintendent,31-2021.00,Physical Therapist Assistants
F,E,A,4M000,Aerospace and Operational Physiology Manager,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4M011,Aerospace and Operational Physiology Helper,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4M031,Aerospace and Operational Physiology Apprentice,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4M051,Aerospace and Operational Physiology Journeyman,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4M071,Aerospace and Operational Physiology Craftsman,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4M091,Aerospace and Operational Physiology Superintendent,29-2099.00,"Health Technologists and Technicians, All Other"
F,E,A,4N000,Aerospace Medical Service Manager,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other"
F,E,A,4N011,Aerospace Medical Service Helper,29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N011B,"Aerospace Medical Service Helper, Neurodiagnostic Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N031,Aerospace Medical Service Apprentice,29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N031B,"Aerospace Medical Service Apprentice, Neurodiagnostic Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N051,Aerospace Medical Service Journeyman,29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N051B,"Aerospace Medical Service Journeyman, Neurodiagnostic Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N051C,"Aerospace Medical Service Journeyman, Independent Duty Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N051F,"Aerospace Medical Service Journeyman, Flight and Operational Medicine Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N071,Aerospace Medical Service Craftsman,29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N071B,"Aerospace Medical Service Craftsman, Neurodiagnostic Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N071C,"Aerospace Medical Service Craftsman, Independent Duty Medical Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N071F,"Aerospace Medical Service Craftsman, Flight and Operational Medicine Technician",29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N091,Aerospace Medical Service Superintendent,29-2041.00,Emergency Medical Technicians and Paramedics
F,E,A,4N111,Surgical Service Helper,29-2055.00,Surgical Technologists
F,E,A,4N111B,"Surgical Service Helper, Urology",29-2055.00,Surgical Technologists
F,E,A,4N111C,"Surgical Service Helper, Orthopedics",29-2055.00,Surgical Technologists
F,E,A,4N111D,"Surgical Service Helper, Otolaryngology",29-2055.00,Surgical Technologists
F,E,A,4N131,Surgical Service Apprentice,29-2055.00,Surgical Technologists
F,E,A,4N131B,"Surgical Service Apprentice, Urology",29-2055.00,Surgical Technologists
F,E,A,4N131C,"Surgical Service Apprentice, Orthopedics",29-2055.00,Surgical Technologists
F,E,A,4N131D,"Surgical Service Apprentice, Otolaryngology",29-2055.00,Surgical Technologists
F,E,A,4N151,Surgical Service Journeyman,29-2055.00,Surgical Technologists
F,E,A,4N151B,"Surgical Service Journeyman, Urology",29-2055.00,Surgical Technologists
F,E,A,4N151C,"Surgical Service Journeyman, Orthopedics",29-2055.00,Surgical Technologists
F,E,A,4N151D,"Surgical Service Journeyman, Otolaryngology",29-2055.00,Surgical Technologists
F,E,A,4N171,Surgical Service Craftsman,29-2055.00,Surgical Technologists
F,E,A,4N171B,"Surgical Service Craftsman, Urology",29-2055.00,Surgical Technologists
F,E,A,4N171C,"Surgical Service Craftsman, Orthopedics",29-2055.00,Surgical Technologists
F,E,A,4N171D,"Surgical Service Craftsman, Otolaryngology",29-2055.00,Surgical Technologists
F,E,A,4N191,Surgical Service Superintendent,29-2055.00,Surgical Technologists
F,E,A,4P000,Pharmacy Manager,29-1051.00,Pharmacists
F,E,A,4P011,Pharmacy Helper,29-1051.00,Pharmacists
F,E,A,4P031,Pharmacy Apprentice,29-1051.00,Pharmacists
F,E,A,4P051,Pharmacy Journeyman,29-1051.00,Pharmacists
F,E,A,4P071,Pharmacy Craftsman,29-1051.00,Pharmacists
F,E,A,4P091,Pharmacy Superintendent,29-1051.00,Pharmacists
F,E,A,4R000,Diagnostic Imaging Manager,29-2034.00,Radiologic Technologists
F,E,A,4R011,Diagnostic Imaging Helper,29-2034.00,Radiologic Technologists
F,E,A,4R011A,"Diagnostic Imaging Helper, Nuclear Medicine",29-2034.00,Radiologic Technologists
F,E,A,4R011B,"Diagnostic Imaging Helper, Ultrasound",29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R011C,"Diagnostic Imaging Helper, Magnetic Resonance Imaging",29-2035.00,Magnetic Resonance Imaging Technologists
F,E,A,4R031,Diagnostic Imaging Apprentice,29-2034.00,Radiologic Technologists
F,E,A,4R031A,"Diagnostic Imaging Apprentice, Nuclear Medicine",29-2034.00,Radiologic Technologists
F,E,A,4R031B,"Diagnostic Imaging Apprentice, Ultrasound",29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R031C,"Diagnostic Imaging Apprentice, Magnetic Resonance Imaging",29-2035.00,Magnetic Resonance Imaging Technologists
F,E,A,4R051,Diagnostic Imaging Journeyman,29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R051,Diagnostic Imaging Journeyman,29-2033.00,Nuclear Medicine Technologists
F,E,A,4R051,Diagnostic Imaging Journeyman,29-2034.00,Radiologic Technologists
F,E,A,4R051A,"Diagnostic Imaging Journeyman, Nuclear Medicine",29-2034.00,Radiologic Technologists
F,E,A,4R051B,"Diagnostic Imaging Journeyman, Ultrasound",29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R051C,"Diagnostic Imaging Journeyman, Magnetic Resonance Imaging",29-2035.00,Magnetic Resonance Imaging Technologists
F,E,A,4R071,Diagnostic Imaging Craftsman,29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R071,Diagnostic Imaging Craftsman,29-2034.00,Radiologic Technologists
F,E,A,4R071A,"Diagnostic Imaging Craftsman, Nuclear Medicine",29-2034.00,Radiologic Technologists
F,E,A,4R071B,"Diagnostic Imaging Craftsman, Ultrasound",29-2032.00,Diagnostic Medical Sonographers
F,E,A,4R071C,"Diagnostic Imaging Craftsman, Magnetic Resonance Imaging",29-2035.00,Magnetic Resonance Imaging Technologists
F,E,A,4R090,Diagnostic Imaging Superintendent,29-2034.00,Radiologic Technologists
F,E,A,4T000,Medical Laboratory Manager,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4T011,Medical Laboratory Helper,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4T012,Histopathology Helper,29-2011.03,Histotechnologists and Histologic Technicians
F,E,A,4T031,Medical Laboratory Apprentice,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4T032,Histopathology Apprentice,29-2011.03,Histotechnologists and Histologic Technicians
F,E,A,4T051,Medical Laboratory Journeyman,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4T052,Histopathology Journeyman,29-2011.03,Histotechnologists and Histologic Technicians
F,E,A,4T071,Medical Laboratory Craftsman,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4T072,Histopathology Craftsman,29-2011.03,Histotechnologists and Histologic Technicians
F,E,A,4T090,Medical Laboratory Superintendent,29-2011.00,Medical and Clinical Laboratory Technologists
F,E,A,4V000,Optometry Manager,29-2081.00,"Opticians, Dispensing"
F,E,A,4V011,Optometry Helper,29-2081.00,"Opticians, Dispensing"
F,E,A,4V011S,"Optometry Helper, Ophthalmology",31-9092.00,Medical Assistants
F,E,A,4V031,Optometry Apprentice,29-2081.00,"Opticians, Dispensing"
F,E,A,4V031S,"Optometry Apprentice, Ophthalmology",31-9092.00,Medical Assistants
F,E,A,4V051,Optometry Journeyman,29-2081.00,"Opticians, Dispensing"
F,E,A,4V051S,"Optometry Journeyman, Ophthalmology",31-9092.00,Medical Assistants
F,E,A,4V071,Optometry Craftsman,29-2081.00,"Opticians, Dispensing"
F,E,A,4V071S,"Optometry Craftsman, Ophthalmology",31-9092.00,Medical Assistants
F,E,A,4V091,Optometry Superintendent,29-2081.00,"Opticians, Dispensing"
F,E,A,4Y000,Dental Manager,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other"
F,E,A,4Y011,Dental Assistant Helper,29-2021.00,Dental Hygienists
F,E,A,4Y011,Dental Assistant Helper,31-9091.00,Dental Assistants
F,E,A,4Y012,Dental Laboratory Helper,51-9081.00,Dental Laboratory Technicians
F,E,A,4Y031,Dental Assistant Apprentice,29-2021.00,Dental Hygienists
F,E,A,4Y031,Dental Assistant Apprentice,31-9091.00,Dental Assistants
F,E,A,4Y032,Dental Laboratory Apprentice,51-9081.00,Dental Laboratory Technicians
F,E,A,4Y051,Dental Assistant Journeyman,29-2021.00,Dental Hygienists
F,E,A,4Y051,Dental Assistant Journeyman,31-9091.00,Dental Assistants
F,E,A,4Y051H,"Dental Assistant Journeyman, Dental Hygienist",29-2021.00,Dental Hygienists
F,E,A,4Y051H,"Dental Assistant Journeyman, Dental Hygienist",31-9091.00,Dental Assistants
F,E,A,4Y052,Dental Laboratory Journeyman,51-9081.00,Dental Laboratory Technicians
F,E,A,4Y071,Dental Assistant Craftsman,31-9091.00,Dental Assistants
F,E,A,4Y071H,"Dental Assistant Craftsman, Dental Hygienist",29-2021.00,Dental Hygienists
F,E,A,4Y071H,"Dental Assistant Craftsman, Dental Hygienist",31-9091.00,Dental Assistants
F,E,A,4Y072,Dental Laboratory Craftsman,51-9081.00,Dental Laboratory Technicians
F,E,A,4Y090,Dental Superintendent,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other"
F,E,A,5J000,Paralegal Manager,23-2011.00,Paralegals and Legal Assistants
F,E,A,5J011,Paralegal Helper,23-2011.00,Paralegals and Legal Assistants
F,E,A,5J031,Paralegal Apprentice,23-2011.00,Paralegals and Legal Assistants
F,E,A,5J051,Paralegal Journeyman,23-2011.00,Paralegals and Legal Assistants
F,E,A,5J071,Paralegal Craftsman,23-2011.00,Paralegals and Legal Assistants
F,E,A,5J091,Paralegal Superintendent,23-2011.00,Paralegals and Legal Assistants
F,E,A,5R000,Chaplain Assistant  Manager,21-2021.00,"Directors, Religious Activities and Education"
F,E,A,5R011,Chaplain Assistant Helper,21-2099.00,"Religious Workers, All Other"
F,E,A,5R031,Chaplain Assistant Apprentice,21-2099.00,"Religious Workers, All Other"
F,E,A,5R051,Chaplain Assistant Journeyman,21-2099.00,"Religious Workers, All Other"
F,E,A,5R071,Chaplain Assistant Craftsman,21-2099.00,"Religious Workers, All Other"
F,E,A,5R091,Chaplain Assistant Superintendent,21-2021.00,"Directors, Religious Activities and Education"
F,E,A,6C000,Contracting Manager,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
F,E,A,6C011,Contracting Helper,43-3061.00,Procurement Clerks
F,E,A,6C031,Contracting Apprentice,43-3061.00,Procurement Clerks
F,E,A,6C051,Contracting Journeyman,43-3061.00,Procurement Clerks
F,E,A,6C071,Contracting Craftsman,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
F,E,A,6C091,Contracting Superintendent,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products"
F,E,A,6F000,Financial Management and Comptroller Manager,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,6F011,Financial Management and Comptroller Helper,43-3051.00,Payroll and Timekeeping Clerks
F,E,A,6F031,Financial Management and Comptroller Apprentice,43-3051.00,Payroll and Timekeeping Clerks
F,E,A,6F051,Financial Management and Comptroller Journeyman,43-3051.00,Payroll and Timekeeping Clerks
F,E,A,6F071,Financial Management and Comptroller Craftsman,43-3051.00,Payroll and Timekeeping Clerks
F,E,A,6F091,Financial Management and Comptroller Superintendent,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers
F,E,A,7S000,Special Investigations Manager,33-1012.00,First-Line Supervisors of Police and Detectives
F,E,A,7S011,Special Investigations Helper,33-3021.03,Criminal Investigators and Special Agents
F,E,A,7S031,Special Investigations Journeyman,33-3021.03,Criminal Investigators and Special Agents
F,E,A,7S071,Special Investigations Craftsman,33-3021.03,Criminal Investigators and Special Agents
F,E,A,7S091,Special Investigations Superintendent,33-1012.00,First-Line Supervisors of Police and Detectives
F,E,A,8A100,Career Assistance Advisor,13-1071.00,Human Resources Specialists
F,E,A,8A200,Enlisted Aide,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
F,E,A,8B000,Military Training Instructor,13-1151.00,Training and Development Specialists
F,E,A,8B100,Military Training Leader,13-1151.00,Training and Development Specialists
F,E,A,8B200,Academy Military Training NCO,13-1151.00,Training and Development Specialists
